category,date,value,type,age
schools_closed,2019-07-04,1,boolean,5
schools_closed,2019-07-05,1,boolean,5
schools_closed,2019-07-06,1,boolean,5
schools_closed,2019-07-07,1,boolean,5
schools_closed,2019-07-08,1,boolean,5
schools_closed,2019-07-09,1,boolean,5
schools_closed,2019-07-10,1,boolean,5
schools_closed,2019-07-11,1,boolean,5
schools_closed,2019-07-12,1,boolean,5
schools_closed,2019-07-13,1,boolean,5
schools_closed,2019-07-14,1,boolean,5
schools_closed,2019-07-15,1,boolean,5
schools_closed,2019-07-16,1,boolean,5
schools_closed,2019-07-17,1,boolean,5
schools_closed,2019-07-18,1,boolean,5
schools_closed,2019-07-19,1,boolean,5
schools_closed,2019-07-20,1,boolean,5
schools_closed,2019-07-21,1,boolean,5
schools_closed,2019-07-22,1,boolean,5
schools_closed,2019-07-23,1,boolean,5
schools_closed,2019-07-24,1,boolean,5
schools_closed,2019-07-25,1,boolean,5
schools_closed,2019-07-26,1,boolean,5
schools_closed,2019-07-27,1,boolean,5
schools_closed,2019-07-28,1,boolean,5
schools_closed,2019-07-29,1,boolean,5
schools_closed,2019-07-30,1,boolean,5
schools_closed,2019-07-31,1,boolean,5
schools_closed,2019-08-01,1,boolean,5
schools_closed,2019-08-02,1,boolean,5
schools_closed,2019-08-03,1,boolean,5
schools_closed,2019-08-04,1,boolean,5
schools_closed,2019-08-05,1,boolean,5
schools_closed,2019-08-06,1,boolean,5
schools_closed,2019-08-07,1,boolean,5
schools_closed,2019-08-08,1,boolean,5
schools_closed,2019-08-09,1,boolean,5
schools_closed,2019-08-10,1,boolean,5
schools_closed,2019-08-11,1,boolean,5
schools_closed,2019-08-12,1,boolean,5
schools_closed,2019-08-13,1,boolean,5
schools_closed,2019-08-14,1,boolean,5
schools_closed,2019-08-15,1,boolean,5
schools_closed,2019-08-16,1,boolean,5
schools_closed,2019-08-17,1,boolean,5
schools_closed,2019-08-18,1,boolean,5
schools_closed,2019-08-19,1,boolean,5
schools_closed,2019-08-20,1,boolean,5
schools_closed,2019-08-21,1,boolean,5
schools_closed,2019-08-22,1,boolean,5
schools_closed,2019-08-23,1,boolean,5
schools_closed,2019-08-24,1,boolean,5
schools_closed,2019-08-25,1,boolean,5
schools_closed,2019-08-26,1,boolean,5
schools_closed,2019-08-27,1,boolean,5
schools_closed,2019-08-28,1,boolean,5
schools_closed,2019-08-29,1,boolean,5
schools_closed,2019-08-30,1,boolean,5
schools_closed,2019-08-31,1,boolean,5
schools_closed,2019-10-28,1,boolean,5
schools_closed,2019-10-29,1,boolean,5
schools_closed,2019-10-30,1,boolean,5
schools_closed,2019-10-31,1,boolean,5
schools_closed,2019-11-01,1,boolean,5
schools_closed,2019-11-02,1,boolean,5
schools_closed,2019-11-03,1,boolean,5
schools_closed,2019-12-23,1,boolean,5
schools_closed,2019-12-24,1,boolean,5
schools_closed,2019-12-25,1,boolean,5
schools_closed,2019-12-26,1,boolean,5
schools_closed,2019-12-27,1,boolean,5
schools_closed,2019-12-28,1,boolean,5
schools_closed,2019-12-29,1,boolean,5
schools_closed,2019-12-30,1,boolean,5
schools_closed,2019-12-31,1,boolean,5
schools_closed,2020-01-01,1,boolean,5
schools_closed,2020-01-02,1,boolean,5
schools_closed,2020-01-03,1,boolean,5
schools_closed,2020-01-04,1,boolean,5
schools_closed,2020-01-05,1,boolean,5
schools_closed,2020-02-24,1,boolean,5
schools_closed,2020-02-25,1,boolean,5
schools_closed,2020-02-26,1,boolean,5
schools_closed,2020-02-27,1,boolean,5
schools_closed,2020-02-28,1,boolean,5
schools_closed,2020-02-29,1,boolean,5
schools_closed,2020-04-06,1,boolean,5
schools_closed,2020-04-07,1,boolean,5
schools_closed,2020-04-08,1,boolean,5
schools_closed,2020-04-09,1,boolean,5
schools_closed,2020-04-10,1,boolean,5
schools_closed,2020-04-11,1,boolean,5
schools_closed,2020-04-12,1,boolean,5
schools_closed,2020-04-13,1,boolean,5
schools_closed,2020-04-14,1,boolean,5
schools_closed,2020-04-15,1,boolean,5
schools_closed,2020-04-16,1,boolean,5
schools_closed,2020-04-17,1,boolean,5
schools_closed,2020-04-18,1,boolean,5
schools_closed,2020-04-19,1,boolean,5
schools_closed,2020-07-01,1,boolean,5
schools_closed,2020-07-02,1,boolean,5
schools_closed,2020-07-03,1,boolean,5
schools_closed,2020-07-04,1,boolean,5
schools_closed,2020-07-05,1,boolean,5
schools_closed,2020-07-06,1,boolean,5
schools_closed,2020-07-07,1,boolean,5
schools_closed,2020-07-08,1,boolean,5
schools_closed,2020-07-09,1,boolean,5
schools_closed,2020-07-10,1,boolean,5
schools_closed,2020-07-11,1,boolean,5
schools_closed,2020-07-12,1,boolean,5
schools_closed,2020-07-13,1,boolean,5
schools_closed,2020-07-14,1,boolean,5
schools_closed,2020-07-15,1,boolean,5
schools_closed,2020-07-16,1,boolean,5
schools_closed,2020-07-17,1,boolean,5
schools_closed,2020-07-18,1,boolean,5
schools_closed,2020-07-19,1,boolean,5
schools_closed,2020-07-20,1,boolean,5
schools_closed,2020-07-21,1,boolean,5
schools_closed,2020-07-22,1,boolean,5
schools_closed,2020-07-23,1,boolean,5
schools_closed,2020-07-24,1,boolean,5
schools_closed,2020-07-25,1,boolean,5
schools_closed,2020-07-26,1,boolean,5
schools_closed,2020-07-27,1,boolean,5
schools_closed,2020-07-28,1,boolean,5
schools_closed,2020-07-29,1,boolean,5
schools_closed,2020-07-30,1,boolean,5
schools_closed,2020-07-31,1,boolean,5
schools_closed,2020-08-01,1,boolean,5
schools_closed,2020-08-02,1,boolean,5
schools_closed,2020-08-03,1,boolean,5
schools_closed,2020-08-04,1,boolean,5
schools_closed,2020-08-05,1,boolean,5
schools_closed,2020-08-06,1,boolean,5
schools_closed,2020-08-07,1,boolean,5
schools_closed,2020-08-08,1,boolean,5
schools_closed,2020-08-09,1,boolean,5
schools_closed,2020-08-10,1,boolean,5
schools_closed,2020-08-11,1,boolean,5
schools_closed,2020-08-12,1,boolean,5
schools_closed,2020-08-13,1,boolean,5
schools_closed,2020-08-14,1,boolean,5
schools_closed,2020-08-15,1,boolean,5
schools_closed,2020-08-16,1,boolean,5
schools_closed,2020-08-17,1,boolean,5
schools_closed,2020-08-18,1,boolean,5
schools_closed,2020-08-19,1,boolean,5
schools_closed,2020-08-20,1,boolean,5
schools_closed,2020-08-21,1,boolean,5
schools_closed,2020-08-22,1,boolean,5
schools_closed,2020-08-23,1,boolean,5
schools_closed,2020-08-24,1,boolean,5
schools_closed,2020-08-25,1,boolean,5
schools_closed,2020-08-26,1,boolean,5
schools_closed,2020-08-27,1,boolean,5
schools_closed,2020-08-28,1,boolean,5
schools_closed,2020-08-29,1,boolean,5
schools_closed,2020-08-30,1,boolean,5
schools_closed,2020-08-31,1,boolean,5
schools_closed,2020-11-02,1,boolean,5
schools_closed,2020-11-03,1,boolean,5
schools_closed,2020-11-04,1,boolean,5
schools_closed,2020-11-05,1,boolean,5
schools_closed,2020-11-06,1,boolean,5
schools_closed,2020-11-07,1,boolean,5
schools_closed,2020-11-08,1,boolean,5
schools_closed,2020-12-21,1,boolean,5
schools_closed,2020-12-22,1,boolean,5
schools_closed,2020-12-23,1,boolean,5
schools_closed,2020-12-24,1,boolean,5
schools_closed,2020-12-25,1,boolean,5
schools_closed,2020-12-26,1,boolean,5
schools_closed,2020-12-27,1,boolean,5
schools_closed,2020-12-28,1,boolean,5
schools_closed,2020-12-29,1,boolean,5
schools_closed,2020-12-30,1,boolean,5
schools_closed,2020-12-31,1,boolean,5
schools_closed,2021-01-01,1,boolean,5
schools_closed,2021-01-02,1,boolean,5
schools_closed,2021-01-03,1,boolean,5
schools_closed,2021-02-15,1,boolean,5
schools_closed,2021-02-16,1,boolean,5
schools_closed,2021-02-17,1,boolean,5
schools_closed,2021-02-18,1,boolean,5
schools_closed,2021-02-19,1,boolean,5
schools_closed,2021-02-20,1,boolean,5
schools_closed,2021-02-21,1,boolean,5
schools_closed,2021-04-05,1,boolean,5
schools_closed,2021-04-06,1,boolean,5
schools_closed,2021-04-07,1,boolean,5
schools_closed,2021-04-08,1,boolean,5
schools_closed,2021-04-09,1,boolean,5
schools_closed,2021-04-10,1,boolean,5
schools_closed,2021-04-11,1,boolean,5
schools_closed,2021-04-12,1,boolean,5
schools_closed,2021-04-13,1,boolean,5
schools_closed,2021-04-14,1,boolean,5
schools_closed,2021-04-15,1,boolean,5
schools_closed,2021-04-16,1,boolean,5
schools_closed,2021-04-17,1,boolean,5
schools_closed,2021-04-18,1,boolean,5
schools_closed,2021-07-01,1,boolean,5
schools_closed,2021-07-02,1,boolean,5
schools_closed,2021-07-03,1,boolean,5
schools_closed,2021-07-04,1,boolean,5
schools_closed,2021-07-05,1,boolean,5
schools_closed,2021-07-06,1,boolean,5
schools_closed,2021-07-07,1,boolean,5
schools_closed,2021-07-08,1,boolean,5
schools_closed,2021-07-09,1,boolean,5
schools_closed,2021-07-10,1,boolean,5
schools_closed,2021-07-11,1,boolean,5
schools_closed,2021-07-12,1,boolean,5
schools_closed,2021-07-13,1,boolean,5
schools_closed,2021-07-14,1,boolean,5
schools_closed,2021-07-15,1,boolean,5
schools_closed,2021-07-16,1,boolean,5
schools_closed,2021-07-17,1,boolean,5
schools_closed,2021-07-18,1,boolean,5
schools_closed,2021-07-19,1,boolean,5
schools_closed,2021-07-20,1,boolean,5
schools_closed,2021-07-21,1,boolean,5
schools_closed,2021-07-22,1,boolean,5
schools_closed,2021-07-23,1,boolean,5
schools_closed,2021-07-24,1,boolean,5
schools_closed,2021-07-25,1,boolean,5
schools_closed,2021-07-26,1,boolean,5
schools_closed,2021-07-27,1,boolean,5
schools_closed,2021-07-28,1,boolean,5
schools_closed,2021-07-29,1,boolean,5
schools_closed,2021-07-30,1,boolean,5
schools_closed,2021-07-31,1,boolean,5
schools_closed,2021-08-01,1,boolean,5
schools_closed,2021-08-02,1,boolean,5
schools_closed,2021-08-03,1,boolean,5
schools_closed,2021-08-04,1,boolean,5
schools_closed,2021-08-05,1,boolean,5
schools_closed,2021-08-06,1,boolean,5
schools_closed,2021-08-07,1,boolean,5
schools_closed,2021-08-08,1,boolean,5
schools_closed,2021-08-09,1,boolean,5
schools_closed,2021-08-10,1,boolean,5
schools_closed,2021-08-11,1,boolean,5
schools_closed,2021-08-12,1,boolean,5
schools_closed,2021-08-13,1,boolean,5
schools_closed,2021-08-14,1,boolean,5
schools_closed,2021-08-15,1,boolean,5
schools_closed,2021-08-16,1,boolean,5
schools_closed,2021-08-17,1,boolean,5
schools_closed,2021-08-18,1,boolean,5
schools_closed,2021-08-19,1,boolean,5
schools_closed,2021-08-20,1,boolean,5
schools_closed,2021-08-21,1,boolean,5
schools_closed,2021-08-22,1,boolean,5
schools_closed,2021-08-23,1,boolean,5
schools_closed,2021-08-24,1,boolean,5
schools_closed,2021-08-25,1,boolean,5
schools_closed,2021-08-26,1,boolean,5
schools_closed,2021-08-27,1,boolean,5
schools_closed,2021-08-28,1,boolean,5
schools_closed,2021-08-29,1,boolean,5
schools_closed,2021-08-30,1,boolean,5
schools_closed,2021-08-31,1,boolean,5
schools_closed,2021-11-01,1,boolean,5
schools_closed,2021-11-02,1,boolean,5
schools_closed,2021-11-03,1,boolean,5
schools_closed,2021-11-04,1,boolean,5
schools_closed,2021-11-05,1,boolean,5
schools_closed,2021-11-06,1,boolean,5
schools_closed,2021-11-07,1,boolean,5
schools_closed,2021-12-27,1,boolean,5
schools_closed,2021-12-28,1,boolean,5
schools_closed,2021-12-29,1,boolean,5
schools_closed,2021-12-30,1,boolean,5
schools_closed,2021-12-31,1,boolean,5
schools_closed,2019-01-01,1,boolean,6
schools_closed,2019-01-02,1,boolean,6
schools_closed,2019-01-03,1,boolean,6
schools_closed,2019-01-04,1,boolean,6
schools_closed,2019-01-05,1,boolean,6
schools_closed,2019-01-06,1,boolean,6
schools_closed,2019-03-04,1,boolean,6
schools_closed,2019-03-05,1,boolean,6
schools_closed,2019-03-06,1,boolean,6
schools_closed,2019-03-07,1,boolean,6
schools_closed,2019-03-08,1,boolean,6
schools_closed,2019-03-09,1,boolean,6
schools_closed,2019-03-10,1,boolean,6
schools_closed,2019-04-08,1,boolean,6
schools_closed,2019-04-09,1,boolean,6
schools_closed,2019-04-10,1,boolean,6
schools_closed,2019-04-11,1,boolean,6
schools_closed,2019-04-12,1,boolean,6
schools_closed,2019-04-13,1,boolean,6
schools_closed,2019-04-14,1,boolean,6
schools_closed,2019-04-15,1,boolean,6
schools_closed,2019-04-16,1,boolean,6
schools_closed,2019-04-17,1,boolean,6
schools_closed,2019-04-18,1,boolean,6
schools_closed,2019-04-19,1,boolean,6
schools_closed,2019-04-20,1,boolean,6
schools_closed,2019-04-21,1,boolean,6
schools_closed,2019-04-22,1,boolean,6
schools_closed,2019-07-01,1,boolean,6
schools_closed,2019-07-02,1,boolean,6
schools_closed,2019-07-03,1,boolean,6
schools_closed,2019-07-04,1,boolean,6
schools_closed,2019-07-05,1,boolean,6
schools_closed,2019-07-06,1,boolean,6
schools_closed,2019-07-07,1,boolean,6
schools_closed,2019-07-08,1,boolean,6
schools_closed,2019-07-09,1,boolean,6
schools_closed,2019-07-10,1,boolean,6
schools_closed,2019-07-11,1,boolean,6
schools_closed,2019-07-12,1,boolean,6
schools_closed,2019-07-13,1,boolean,6
schools_closed,2019-07-14,1,boolean,6
schools_closed,2019-07-15,1,boolean,6
schools_closed,2019-07-16,1,boolean,6
schools_closed,2019-07-17,1,boolean,6
schools_closed,2019-07-18,1,boolean,6
schools_closed,2019-07-19,1,boolean,6
schools_closed,2019-07-20,1,boolean,6
schools_closed,2019-07-21,1,boolean,6
schools_closed,2019-07-22,1,boolean,6
schools_closed,2019-07-23,1,boolean,6
schools_closed,2019-07-24,1,boolean,6
schools_closed,2019-07-25,1,boolean,6
schools_closed,2019-07-26,1,boolean,6
schools_closed,2019-07-27,1,boolean,6
schools_closed,2019-07-28,1,boolean,6
schools_closed,2019-07-29,1,boolean,6
schools_closed,2019-07-30,1,boolean,6
schools_closed,2019-07-31,1,boolean,6
schools_closed,2019-08-01,1,boolean,6
schools_closed,2019-08-02,1,boolean,6
schools_closed,2019-08-03,1,boolean,6
schools_closed,2019-08-04,1,boolean,6
schools_closed,2019-08-05,1,boolean,6
schools_closed,2019-08-06,1,boolean,6
schools_closed,2019-08-07,1,boolean,6
schools_closed,2019-08-08,1,boolean,6
schools_closed,2019-08-09,1,boolean,6
schools_closed,2019-08-10,1,boolean,6
schools_closed,2019-08-11,1,boolean,6
schools_closed,2019-08-12,1,boolean,6
schools_closed,2019-08-13,1,boolean,6
schools_closed,2019-08-14,1,boolean,6
schools_closed,2019-08-15,1,boolean,6
schools_closed,2019-08-16,1,boolean,6
schools_closed,2019-08-17,1,boolean,6
schools_closed,2019-08-18,1,boolean,6
schools_closed,2019-08-19,1,boolean,6
schools_closed,2019-08-20,1,boolean,6
schools_closed,2019-08-21,1,boolean,6
schools_closed,2019-08-22,1,boolean,6
schools_closed,2019-08-23,1,boolean,6
schools_closed,2019-08-24,1,boolean,6
schools_closed,2019-08-25,1,boolean,6
schools_closed,2019-08-26,1,boolean,6
schools_closed,2019-08-27,1,boolean,6
schools_closed,2019-08-28,1,boolean,6
schools_closed,2019-08-29,1,boolean,6
schools_closed,2019-08-30,1,boolean,6
schools_closed,2019-08-31,1,boolean,6
schools_closed,2019-10-28,1,boolean,6
schools_closed,2019-10-29,1,boolean,6
schools_closed,2019-10-30,1,boolean,6
schools_closed,2019-10-31,1,boolean,6
schools_closed,2019-11-01,1,boolean,6
schools_closed,2019-11-02,1,boolean,6
schools_closed,2019-11-03,1,boolean,6
schools_closed,2019-12-23,1,boolean,6
schools_closed,2019-12-24,1,boolean,6
schools_closed,2019-12-25,1,boolean,6
schools_closed,2019-12-26,1,boolean,6
schools_closed,2019-12-27,1,boolean,6
schools_closed,2019-12-28,1,boolean,6
schools_closed,2019-12-29,1,boolean,6
schools_closed,2019-12-30,1,boolean,6
schools_closed,2019-12-31,1,boolean,6
schools_closed,2020-01-01,1,boolean,6
schools_closed,2020-01-02,1,boolean,6
schools_closed,2020-01-03,1,boolean,6
schools_closed,2020-01-04,1,boolean,6
schools_closed,2020-01-05,1,boolean,6
schools_closed,2020-02-24,1,boolean,6
schools_closed,2020-02-25,1,boolean,6
schools_closed,2020-02-26,1,boolean,6
schools_closed,2020-02-27,1,boolean,6
schools_closed,2020-02-28,1,boolean,6
schools_closed,2020-02-29,1,boolean,6
schools_closed,2020-04-06,1,boolean,6
schools_closed,2020-04-07,1,boolean,6
schools_closed,2020-04-08,1,boolean,6
schools_closed,2020-04-09,1,boolean,6
schools_closed,2020-04-10,1,boolean,6
schools_closed,2020-04-11,1,boolean,6
schools_closed,2020-04-12,1,boolean,6
schools_closed,2020-04-13,1,boolean,6
schools_closed,2020-04-14,1,boolean,6
schools_closed,2020-04-15,1,boolean,6
schools_closed,2020-04-16,1,boolean,6
schools_closed,2020-04-17,1,boolean,6
schools_closed,2020-04-18,1,boolean,6
schools_closed,2020-04-19,1,boolean,6
schools_closed,2020-07-01,1,boolean,6
schools_closed,2020-07-02,1,boolean,6
schools_closed,2020-07-03,1,boolean,6
schools_closed,2020-07-04,1,boolean,6
schools_closed,2020-07-05,1,boolean,6
schools_closed,2020-07-06,1,boolean,6
schools_closed,2020-07-07,1,boolean,6
schools_closed,2020-07-08,1,boolean,6
schools_closed,2020-07-09,1,boolean,6
schools_closed,2020-07-10,1,boolean,6
schools_closed,2020-07-11,1,boolean,6
schools_closed,2020-07-12,1,boolean,6
schools_closed,2020-07-13,1,boolean,6
schools_closed,2020-07-14,1,boolean,6
schools_closed,2020-07-15,1,boolean,6
schools_closed,2020-07-16,1,boolean,6
schools_closed,2020-07-17,1,boolean,6
schools_closed,2020-07-18,1,boolean,6
schools_closed,2020-07-19,1,boolean,6
schools_closed,2020-07-20,1,boolean,6
schools_closed,2020-07-21,1,boolean,6
schools_closed,2020-07-22,1,boolean,6
schools_closed,2020-07-23,1,boolean,6
schools_closed,2020-07-24,1,boolean,6
schools_closed,2020-07-25,1,boolean,6
schools_closed,2020-07-26,1,boolean,6
schools_closed,2020-07-27,1,boolean,6
schools_closed,2020-07-28,1,boolean,6
schools_closed,2020-07-29,1,boolean,6
schools_closed,2020-07-30,1,boolean,6
schools_closed,2020-07-31,1,boolean,6
schools_closed,2020-08-01,1,boolean,6
schools_closed,2020-08-02,1,boolean,6
schools_closed,2020-08-03,1,boolean,6
schools_closed,2020-08-04,1,boolean,6
schools_closed,2020-08-05,1,boolean,6
schools_closed,2020-08-06,1,boolean,6
schools_closed,2020-08-07,1,boolean,6
schools_closed,2020-08-08,1,boolean,6
schools_closed,2020-08-09,1,boolean,6
schools_closed,2020-08-10,1,boolean,6
schools_closed,2020-08-11,1,boolean,6
schools_closed,2020-08-12,1,boolean,6
schools_closed,2020-08-13,1,boolean,6
schools_closed,2020-08-14,1,boolean,6
schools_closed,2020-08-15,1,boolean,6
schools_closed,2020-08-16,1,boolean,6
schools_closed,2020-08-17,1,boolean,6
schools_closed,2020-08-18,1,boolean,6
schools_closed,2020-08-19,1,boolean,6
schools_closed,2020-08-20,1,boolean,6
schools_closed,2020-08-21,1,boolean,6
schools_closed,2020-08-22,1,boolean,6
schools_closed,2020-08-23,1,boolean,6
schools_closed,2020-08-24,1,boolean,6
schools_closed,2020-08-25,1,boolean,6
schools_closed,2020-08-26,1,boolean,6
schools_closed,2020-08-27,1,boolean,6
schools_closed,2020-08-28,1,boolean,6
schools_closed,2020-08-29,1,boolean,6
schools_closed,2020-08-30,1,boolean,6
schools_closed,2020-08-31,1,boolean,6
schools_closed,2020-11-02,1,boolean,6
schools_closed,2020-11-03,1,boolean,6
schools_closed,2020-11-04,1,boolean,6
schools_closed,2020-11-05,1,boolean,6
schools_closed,2020-11-06,1,boolean,6
schools_closed,2020-11-07,1,boolean,6
schools_closed,2020-11-08,1,boolean,6
schools_closed,2020-12-21,1,boolean,6
schools_closed,2020-12-22,1,boolean,6
schools_closed,2020-12-23,1,boolean,6
schools_closed,2020-12-24,1,boolean,6
schools_closed,2020-12-25,1,boolean,6
schools_closed,2020-12-26,1,boolean,6
schools_closed,2020-12-27,1,boolean,6
schools_closed,2020-12-28,1,boolean,6
schools_closed,2020-12-29,1,boolean,6
schools_closed,2020-12-30,1,boolean,6
schools_closed,2020-12-31,1,boolean,6
schools_closed,2021-01-01,1,boolean,6
schools_closed,2021-01-02,1,boolean,6
schools_closed,2021-01-03,1,boolean,6
schools_closed,2021-02-15,1,boolean,6
schools_closed,2021-02-16,1,boolean,6
schools_closed,2021-02-17,1,boolean,6
schools_closed,2021-02-18,1,boolean,6
schools_closed,2021-02-19,1,boolean,6
schools_closed,2021-02-20,1,boolean,6
schools_closed,2021-02-21,1,boolean,6
schools_closed,2021-04-05,1,boolean,6
schools_closed,2021-04-06,1,boolean,6
schools_closed,2021-04-07,1,boolean,6
schools_closed,2021-04-08,1,boolean,6
schools_closed,2021-04-09,1,boolean,6
schools_closed,2021-04-10,1,boolean,6
schools_closed,2021-04-11,1,boolean,6
schools_closed,2021-04-12,1,boolean,6
schools_closed,2021-04-13,1,boolean,6
schools_closed,2021-04-14,1,boolean,6
schools_closed,2021-04-15,1,boolean,6
schools_closed,2021-04-16,1,boolean,6
schools_closed,2021-04-17,1,boolean,6
schools_closed,2021-04-18,1,boolean,6
schools_closed,2021-07-01,1,boolean,6
schools_closed,2021-07-02,1,boolean,6
schools_closed,2021-07-03,1,boolean,6
schools_closed,2021-07-04,1,boolean,6
schools_closed,2021-07-05,1,boolean,6
schools_closed,2021-07-06,1,boolean,6
schools_closed,2021-07-07,1,boolean,6
schools_closed,2021-07-08,1,boolean,6
schools_closed,2021-07-09,1,boolean,6
schools_closed,2021-07-10,1,boolean,6
schools_closed,2021-07-11,1,boolean,6
schools_closed,2021-07-12,1,boolean,6
schools_closed,2021-07-13,1,boolean,6
schools_closed,2021-07-14,1,boolean,6
schools_closed,2021-07-15,1,boolean,6
schools_closed,2021-07-16,1,boolean,6
schools_closed,2021-07-17,1,boolean,6
schools_closed,2021-07-18,1,boolean,6
schools_closed,2021-07-19,1,boolean,6
schools_closed,2021-07-20,1,boolean,6
schools_closed,2021-07-21,1,boolean,6
schools_closed,2021-07-22,1,boolean,6
schools_closed,2021-07-23,1,boolean,6
schools_closed,2021-07-24,1,boolean,6
schools_closed,2021-07-25,1,boolean,6
schools_closed,2021-07-26,1,boolean,6
schools_closed,2021-07-27,1,boolean,6
schools_closed,2021-07-28,1,boolean,6
schools_closed,2021-07-29,1,boolean,6
schools_closed,2021-07-30,1,boolean,6
schools_closed,2021-07-31,1,boolean,6
schools_closed,2021-08-01,1,boolean,6
schools_closed,2021-08-02,1,boolean,6
schools_closed,2021-08-03,1,boolean,6
schools_closed,2021-08-04,1,boolean,6
schools_closed,2021-08-05,1,boolean,6
schools_closed,2021-08-06,1,boolean,6
schools_closed,2021-08-07,1,boolean,6
schools_closed,2021-08-08,1,boolean,6
schools_closed,2021-08-09,1,boolean,6
schools_closed,2021-08-10,1,boolean,6
schools_closed,2021-08-11,1,boolean,6
schools_closed,2021-08-12,1,boolean,6
schools_closed,2021-08-13,1,boolean,6
schools_closed,2021-08-14,1,boolean,6
schools_closed,2021-08-15,1,boolean,6
schools_closed,2021-08-16,1,boolean,6
schools_closed,2021-08-17,1,boolean,6
schools_closed,2021-08-18,1,boolean,6
schools_closed,2021-08-19,1,boolean,6
schools_closed,2021-08-20,1,boolean,6
schools_closed,2021-08-21,1,boolean,6
schools_closed,2021-08-22,1,boolean,6
schools_closed,2021-08-23,1,boolean,6
schools_closed,2021-08-24,1,boolean,6
schools_closed,2021-08-25,1,boolean,6
schools_closed,2021-08-26,1,boolean,6
schools_closed,2021-08-27,1,boolean,6
schools_closed,2021-08-28,1,boolean,6
schools_closed,2021-08-29,1,boolean,6
schools_closed,2021-08-30,1,boolean,6
schools_closed,2021-08-31,1,boolean,6
schools_closed,2021-11-01,1,boolean,6
schools_closed,2021-11-02,1,boolean,6
schools_closed,2021-11-03,1,boolean,6
schools_closed,2021-11-04,1,boolean,6
schools_closed,2021-11-05,1,boolean,6
schools_closed,2021-11-06,1,boolean,6
schools_closed,2021-11-07,1,boolean,6
schools_closed,2021-12-27,1,boolean,6
schools_closed,2021-12-28,1,boolean,6
schools_closed,2021-12-29,1,boolean,6
schools_closed,2021-12-30,1,boolean,6
schools_closed,2021-12-31,1,boolean,6
schools_closed,2019-01-01,1,boolean,7
schools_closed,2019-01-02,1,boolean,7
schools_closed,2019-01-03,1,boolean,7
schools_closed,2019-01-04,1,boolean,7
schools_closed,2019-01-05,1,boolean,7
schools_closed,2019-01-06,1,boolean,7
schools_closed,2019-03-04,1,boolean,7
schools_closed,2019-03-05,1,boolean,7
schools_closed,2019-03-06,1,boolean,7
schools_closed,2019-03-07,1,boolean,7
schools_closed,2019-03-08,1,boolean,7
schools_closed,2019-03-09,1,boolean,7
schools_closed,2019-03-10,1,boolean,7
schools_closed,2019-04-08,1,boolean,7
schools_closed,2019-04-09,1,boolean,7
schools_closed,2019-04-10,1,boolean,7
schools_closed,2019-04-11,1,boolean,7
schools_closed,2019-04-12,1,boolean,7
schools_closed,2019-04-13,1,boolean,7
schools_closed,2019-04-14,1,boolean,7
schools_closed,2019-04-15,1,boolean,7
schools_closed,2019-04-16,1,boolean,7
schools_closed,2019-04-17,1,boolean,7
schools_closed,2019-04-18,1,boolean,7
schools_closed,2019-04-19,1,boolean,7
schools_closed,2019-04-20,1,boolean,7
schools_closed,2019-04-21,1,boolean,7
schools_closed,2019-04-22,1,boolean,7
schools_closed,2019-07-01,1,boolean,7
schools_closed,2019-07-02,1,boolean,7
schools_closed,2019-07-03,1,boolean,7
schools_closed,2019-07-04,1,boolean,7
schools_closed,2019-07-05,1,boolean,7
schools_closed,2019-07-06,1,boolean,7
schools_closed,2019-07-07,1,boolean,7
schools_closed,2019-07-08,1,boolean,7
schools_closed,2019-07-09,1,boolean,7
schools_closed,2019-07-10,1,boolean,7
schools_closed,2019-07-11,1,boolean,7
schools_closed,2019-07-12,1,boolean,7
schools_closed,2019-07-13,1,boolean,7
schools_closed,2019-07-14,1,boolean,7
schools_closed,2019-07-15,1,boolean,7
schools_closed,2019-07-16,1,boolean,7
schools_closed,2019-07-17,1,boolean,7
schools_closed,2019-07-18,1,boolean,7
schools_closed,2019-07-19,1,boolean,7
schools_closed,2019-07-20,1,boolean,7
schools_closed,2019-07-21,1,boolean,7
schools_closed,2019-07-22,1,boolean,7
schools_closed,2019-07-23,1,boolean,7
schools_closed,2019-07-24,1,boolean,7
schools_closed,2019-07-25,1,boolean,7
schools_closed,2019-07-26,1,boolean,7
schools_closed,2019-07-27,1,boolean,7
schools_closed,2019-07-28,1,boolean,7
schools_closed,2019-07-29,1,boolean,7
schools_closed,2019-07-30,1,boolean,7
schools_closed,2019-07-31,1,boolean,7
schools_closed,2019-08-01,1,boolean,7
schools_closed,2019-08-02,1,boolean,7
schools_closed,2019-08-03,1,boolean,7
schools_closed,2019-08-04,1,boolean,7
schools_closed,2019-08-05,1,boolean,7
schools_closed,2019-08-06,1,boolean,7
schools_closed,2019-08-07,1,boolean,7
schools_closed,2019-08-08,1,boolean,7
schools_closed,2019-08-09,1,boolean,7
schools_closed,2019-08-10,1,boolean,7
schools_closed,2019-08-11,1,boolean,7
schools_closed,2019-08-12,1,boolean,7
schools_closed,2019-08-13,1,boolean,7
schools_closed,2019-08-14,1,boolean,7
schools_closed,2019-08-15,1,boolean,7
schools_closed,2019-08-16,1,boolean,7
schools_closed,2019-08-17,1,boolean,7
schools_closed,2019-08-18,1,boolean,7
schools_closed,2019-08-19,1,boolean,7
schools_closed,2019-08-20,1,boolean,7
